price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,log_price,house_age,since_renovation
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,Snoqualmie,WA 98065,12.922242752847655,0,0
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,Seattle,WA 98106,12.628067055589549,5,5
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,Issaquah,WA 98027,13.573438996764546,5,5
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,SeaTac,WA 98188,12.388394202324129,21,21
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,Seattle,WA 98133,12.691580461311874,67,26
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,Issaquah,WA 98029,13.191516236092646,20,20
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,Seattle,WA 98103,13.487006490992238,14,14
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,Kirkland,WA 98033,12.832011076396668,53,13
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,Des Moines,WA 98198,12.152935547117044,34,34
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,Redmond,WA 98074,13.610943392223,16,8
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,Bellevue,WA 98004,13.878485357125662,27,14
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,Seattle,WA 98178,12.201060103706629,64,9
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,Covington,WA 98042,12.180754837545884,33,1
1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,Seattle,WA 98112,14.224967687341977,105,19
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,Renton,WA 98056,12.572103684392932,17,17
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,Sammamish,WA 98074,12.999065161059836,35,35
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,Newcastle,WA 98059,13.336538835312188,26,26
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,Seattle,WA 98118,13.36138027787483,66,66
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,Seattle,WA 98118,12.254862809699606,98,98
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,Kirkland,WA 98033,13.1470559899947,24,5
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,Kirkland,WA 98034,13.248114582709889,15,15
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,Snoqualmie Pass,WA 98068,13.17115354157376,16,8
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,Seattle,WA 98103,13.071070083016778,105,25
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,Auburn,WA 98001,12.429216196844383,30,30
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,Enumclaw,WA 98022,12.301382825334498,58,58
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,Seattle,WA 98146,12.345834587905333,73,45
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,Bothell,WA 98011,12.862296471985522,53,10
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,Mercer Island,WA 98040,13.704578997256993,41,41
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,Sammamish,WA 98074,12.816517334324876,26,14
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,Seattle,WA 98106,12.428816116823043,67,2
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,Kirkland,WA 98034,12.765688433465597,45,45
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,Auburn,WA 98001,12.072541252905651,52,52
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,Seattle,WA 98106,12.506177237980511,57,14
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,Seattle,WA 98118,13.112313041550827,17,17
1580000.0,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,Kirkland,WA 98033,14.27293540500315,7,7
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,Woodinville,WA 98077,12.706847933442663,45,4
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,Seattle,WA 98115,13.818506066944073,88,21
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,Seattle,WA 98118,12.610870864650634,89,46
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,Auburn,WA 98092,12.6112043647371,12,12
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,Kirkland,WA 98033,13.445895102749807,42,12
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,Des Moines,WA 98198,12.180754837545884,42,42
405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,Des Moines,WA 98198,12.911642346088676,52,52
360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,Seattle,WA 98108,12.793859310432293,105,26
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,Kent,WA 98042,12.455858127790805,45,4
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,Maple Valley,WA 98038,12.714395139078047,19,19
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,Seattle,WA 98106,12.292250341771226,58,13
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,Snoqualmie,WA 98065,13.286181462633724,16,8
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,Renton,WA 98058,12.449018824140563,41,1
668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,Shoreline,WA 98177,13.413165577192354,50,14
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,Renton,WA 98055,12.74984936943585,12,12
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,Seattle,WA 98126,13.021437458814368,69,4
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,Seattle,WA 98103,13.190022025878143,75,45
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,Shoreline,WA 98177,13.785051350479566,51,1
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,Seattle,WA 98103,12.971540487669746,108,108
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,Kenmore,WA 98028,13.16158409055761,22,22
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,Seattle,WA 98126,13.017002861746503,74,18
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,Pacific,WA 98047,12.301382825334498,21,21
525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,Seattle,WA 98118,13.17115354157376,66,66
1220000.0,4.0,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0,Seattle,WA 98109,14.01436141670944,6,6
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,Seattle,WA 98115,13.199324418540456,7,7
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,Kirkland,WA 98034,13.304684934198283,13,13
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,Bellevue,WA 98007,13.304684934198283,27,27
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,Issaquah,WA 98027,12.873899453999977,11,11
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,Seattle,WA 98178,12.560244459250788,79,40
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,Sammamish,WA 98075,13.51979631381523,16,8
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,Federal Way,WA 98023,12.672911898413817,36,14
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,Kirkland,WA 98033,13.228523573232719,16,8
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,Maple Valley,WA 98038,12.524526376648708,21,21
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,Shoreline,WA 98155,12.971540487669746,20,20
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,Seattle,WA 98106,12.611537753638338,65,16
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,Issaquah,WA 98027,12.890305208700545,47,47
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,Seattle,WA 98133,13.458835614025542,8,8
260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,Auburn,WA 98002,12.468436909997665,37,10
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,Kirkland,WA 98033,13.39239051461739,20,20
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,Redmond,WA 98053,12.93313804429358,7,7
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,Seattle,WA 98146,12.721855959615393,0,0
1030000.0,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,Kirkland,WA 98034,13.845069360205818,5,5
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,Kirkland,WA 98033,13.937728190688523,7,7
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,Issaquah,WA 98029,13.228523573232719,7,7
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,Seattle,WA 98103,12.793859310432293,5,5
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,Renton,WA 98055,12.688498794774466,20,20
275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,Enumclaw,WA 98022,12.524526376648708,52,52
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,Covington,WA 98042,12.100712129872347,45,0
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,Sammamish,WA 98075,13.526494262499357,16,8
1600000.0,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0,Bellevue,WA 98004,14.28551418721001,48,48
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0,Seattle,WA 98107,12.83067328355501,96,96
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,Bellevue,WA 98006,13.554145793829866,27,27
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,Woodinville,WA 98072,12.782686009834167,37,10
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,Redmond,WA 98052,13.345506928718539,30,30
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,Seattle,WA 98109,13.111100185125618,110,110
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,Seattle,WA 98119,13.738953435242118,107,31
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,Seattle,WA 98115,13.304684934198283,106,106
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,Kent,WA 98031,12.971540487669746,24,5
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,Duvall,WA 98019,12.634603026569334,38,38
604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,Des Moines,WA 98198,13.312487746261304,33,1
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,Seattle,WA 98146,12.300928176542852,58,58
270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,Seattle,WA 98115,12.506177237980511,9,9
432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,Seattle,WA 98136,12.976180867226248,7,7
300000.0,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,Renton,WA 98056,12.611537753638338,71,71
361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,Des Moines,WA 98198,12.796633237315017,92,92
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0,Burien,WA 98166,12.429016176841717,55,55
320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,North Bend,WA 98045,12.676076274775909,36,36
305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,Seattle,WA 98168,12.628067055589549,72,72
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0,Seattle,WA 98146,12.370527200495705,76,76
657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,Seattle,WA 98118,13.395439297466748,60,9
385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,Bellevue,WA 98008,12.86099861326992,58,58
389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,Federal Way,WA 98023,12.873773804758644,23,23
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,Seattle,WA 98168,11.918390573078392,60,9
254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,Auburn,WA 98092,12.447056114972714,16,8
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,Bellevue,WA 98006,13.226723392728571,37,37
1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,Bellevue,WA 98008,13.8878312195439,38,22
245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,Federal Way,WA 98003,12.409013489526863,47,3
319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,Seattle,WA 98178,12.675920012567607,65,65
337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,Seattle,WA 98125,12.727838209334498,63,63
492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,Seattle,WA 98107,13.106233995474446,107,31
1170000.0,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,Kirkland,WA 98033,13.972514306773938,27,27
348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,Kirkland,WA 98034,12.761623038075673,48,51
180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,Renton,WA 98057,12.100712129872347,92,6
400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,Seattle,WA 98136,12.89921982609012,72,15
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,North Bend,WA 98045,12.594730635321957,36,36
910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,Redmond,WA 98052,13.721199878493033,51,14
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,Seattle,WA 98136,12.97502278950562,6,6
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,SeaTac,WA 98168,12.100712129872347,52,11
677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,Seattle,WA 98103,13.425426551894413,98,98
1180500.0,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,Seattle,WA 98112,13.981448635507705,41,1
635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,Sammamish,WA 98074,13.3624820329245,37,10
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,Woodinville,WA 98077,13.085699393032737,36,36
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,Seattle,WA 98106,12.031719258385396,16,8
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,Seattle,WA 98107,13.5985975564007,64,64
398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,Black Diamond,WA 98010,12.894207284266574,31,5
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,Newcastle,WA 98059,13.407542319637992,18,18
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,Redmond,WA 98052,13.292106151991423,46,46
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,Seattle,WA 98107,13.753635154246187,102,14
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,Sammamish,WA 98075,13.39239051461739,15,15
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,Snoqualmie,WA 98065,13.341498907321,14,14
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,Seattle,WA 98144,12.84792653170257,3,3
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,Kirkland,WA 98033,13.382201376626112,67,26
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,Redmond,WA 98053,12.976180867226248,32,32
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,Bellevue,WA 98004,13.864300722133706,26,26
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,Seattle,WA 98144,12.774931300546774,35,0
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,Sammamish,WA 98075,13.815510557964274,18,18
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,Seattle,WA 98117,12.676076274775909,7,7
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,Federal Way,WA 98003,12.765402678355779,0,0
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,Kent,WA 98042,12.706847933442663,9,9
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,SeaTac,WA 98188,12.9190224533863,8,8
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,Seattle,WA 98125,12.679196402112153,4,4
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,Issaquah,WA 98029,13.865252649859087,7,7
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,Seattle,WA 98103,12.791077667470416,6,6
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,Seattle,WA 98108,12.611537753638338,8,8
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,Seattle,WA 98118,12.84792653170257,1,91
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,Redmond,WA 98053,13.399995114002609,4,4
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,Seattle,WA 98103,12.779873068457553,9,9
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,Auburn,WA 98002,12.464583340681674,3,3
353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,2008,0,Seattle,WA 98122,12.774223335915433,6,6
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,Seattle,WA 98144,12.971540487669746,7,7
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,Seattle,WA 98117,13.038981768465277,75,25
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,Bellevue,WA 98006,13.569610019527449,23,23
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,Enumclaw,WA 98022,12.292250341771226,32,32
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,Seattle,WA 98118,12.691580461311874,62,6
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,Seattle,WA 98199,13.795307850646754,47,3
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,Bellevue,WA 98006,13.71236979904476,38,38
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,Federal Way,WA 98023,13.228523573232719,23,23
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,Seattle,WA 98116,13.404515186097992,88,88
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,Ravensdale,WA 98051,12.323855681186558,39,39
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,Renton,WA 98059,12.994416363073707,12,12
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,Woodinville,WA 98077,12.631340380934517,68,25
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,North Bend,WA 98045,12.897969044188466,103,28
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,Seattle,WA 98115,13.077366011473593,104,0
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,Seattle,WA 98136,13.151922179645874,73,16
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,Renton,WA 98056,13.217673557208654,22,22
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,Seattle,WA 98146,11.911701584927597,59,9
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,Seattle,WA 98115,13.173056491719846,22,22
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,Sammamish,WA 98074,13.345506928718539,30,30
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,Bellevue,WA 98007,13.764217263576723,15,15
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,Shoreline,WA 98133,12.84183167998138,72,32
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,Seattle,WA 98109,13.38237873149439,63,20
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,Seattle,WA 98126,12.855790268162783,72,32
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,Redmond,WA 98052,13.190022025878143,20,20
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,Seattle,WA 98115,13.016891744462095,91,32
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,Seattle,WA 98103,13.303016877097587,88,88
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,Redmond,WA 98052,12.9384405392434,51,51
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,Seattle,WA 98109,13.296316684527767,90,3
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,Renton,WA 98055,12.206072645530174,48,51
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,Issaquah,WA 98029,12.904207367601158,9,9
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,Bellevue,WA 98006,12.978493006984626,48,48
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,Federal Way,WA 98003,12.524526376648708,35,0
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,Kirkland,WA 98034,12.92391243868049,31,5
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,Burien,WA 98166,13.226399015799739,49,32
1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,2000,Seattle,WA 98117,14.09692301740246,26,14
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,Redmond,WA 98052,13.507625778194974,30,30
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,Bellevue,WA 98004,13.316284070041636,63,15
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,Maple Valley,WA 98038,12.460714863903755,26,14
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,Seattle,WA 98116,13.401893311285688,74,74
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,Clyde Hill,WA 98004,13.758940206475879,62,6
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,Auburn,WA 98001,11.794337924408413,47,3
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,Redmond,WA 98052,13.0542986464902,41,1
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,Seattle,WA 98117,13.370784735902808,88,88
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,Shoreline,WA 98155,12.765688433465597,67,26
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,Renton,WA 98058,12.721885810807203,31,31
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,Issaquah,WA 98027,12.994530005894443,49,49
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,Seattle,WA 98136,13.048932099318446,89,46
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,Seattle,WA 98178,12.611537753638338,67,2
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,Seattle,WA 98102,13.41577898170387,63,20
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,Seattle,WA 98115,13.221303325259232,95,29
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,Seattle,WA 98146,12.404923504275338,71,12
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,2005,0,Redmond,WA 98053,13.578014500425663,9,9
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,Renton,WA 98056,13.005829561148378,27,14
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,Seattle,WA 98115,13.180632285528304,63,15
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,Seattle,WA 98117,13.279367126213993,83,83
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,Kirkland,WA 98033,13.11835535600679,90,5
379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,1940,1996,Seattle,WA 98115,12.845291484064564,74,18
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,Seattle,WA 98115,13.043320170063875,95,80
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,Renton,WA 98058,12.86876061860541,21,21
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,Kent,WA 98031,12.449018824140563,30,30
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,Bellevue,WA 98006,13.407542319637992,48,48
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,Bellevue,WA 98006,13.217673557208654,55,55
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,Seattle,WA 98107,13.314635265051452,67,2
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,Seattle,WA 98178,12.718896271958837,49,49
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,Seattle,WA 98103,12.793859310432293,8,8
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,Seattle,WA 98126,12.367340793126296,7,7
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,Seattle,WA 98103,13.270783382522602,6,6
